now.Time,c,Transition,WaitA,WaitB,WaitC,DeskA,DeskB,DeskC,c.WaitTime,leave,Gone
0.00,c1,Arrive (Q_A),[c1],[],[],Free,Free,Free,,,
0.00,c1,start_desk_A,[],[],[],"(c1, End=1.9)",Free,Free,0.00,,
1.88,c1,leave,[],[],[],Free,Free,Free,,c1,
2.86,c2,Arrive (Q_C),[],[],[c2],Free,Free,Free,,,
2.86,c2,start_desk_C,[],[],[],Free,Free,"(c2, End=5.4)",0.00,,
3.62,c3,Arrive (Q_A),[c3],[],[],Free,Free,"(c2, End=5.4)",,,
3.62,c3,start_desk_A,[],[],[],"(c3, End=6.0)",Free,"(c2, End=5.4)",0.00,,
4.28,c4,Arrive (Q_B),[],[c4],[],"(c3, End=6.0)",Free,"(c2, End=5.4)",,,
4.28,c4,start_desk_B,[],[],[],"(c3, End=6.0)","(c4, End=10.0)","(c2, End=5.4)",0.00,,
5.35,c2,leave,[],[],[],"(c3, End=6.0)","(c4, End=10.0)",Free,,c2,
5.96,c3,leave,[],[],[],Free,"(c4, End=10.0)",Free,,c3,
7.97,c5,Arrive (Q_B),[],[c5],[],Free,"(c4, End=10.0)",Free,,,
10.03,c5,start_desk_B,[],[],[],Free,"(c5, End=13.1)",Free,2.06,,
10.03,c4,leave,[],[],[],Free,Free,Free,,c4,
10.44,c6,Arrive (Q_C),[],[],[c6],Free,Free,Free,,,
10.44,c6,start_desk_C,[],[],[],Free,Free,"(c6, End=13.7)",0.00,,
12.99,c7,Arrive (Q_B),[],[c7],[],Free,Free,"(c6, End=13.7)",,,
13.05,c7,start_desk_B,[],[],[],Free,"(c7, End=17.3)","(c6, End=13.7)",0.06,,
13.05,c5,leave,[],[],[],Free,Free,"(c6, End=13.7)",,c5,
13.67,c6,leave,[],[],[],Free,Free,Free,,c6,
14.84,c8,Arrive (Q_A),[c8],[],[],Free,Free,Free,,,
14.84,c8,start_desk_A,[],[],[],"(c8, End=19.0)",Free,Free,0.00,,
15.32,c9,Arrive (Q_A),[c9],[],[],"(c8, End=19.0)",Free,Free,,,
17.29,c7,leave,[c9],[],[],"(c8, End=19.0)",Free,Free,,c7,
18.96,c9,start_desk_A,[],[],[],"(c9, End=19.9)",Free,Free,3.64,,
18.96,c8,leave,[],[],[],Free,Free,Free,,c8,
19.26,c10,Arrive (Q_B),[],[c10],[],Free,Free,Free,,,
19.26,c10,start_desk_B,[],[],[],Free,"(c10, End=23.5)",Free,0.00,,
19.91,c9,leave,[],[],[],Free,"(c10, End=23.5)",Free,,c9,
20.74,c11,Arrive (Q_C),[],[],[c11],Free,"(c10, End=23.5)",Free,,,
20.74,c11,start_desk_C,[],[],[],Free,"(c10, End=23.5)","(c11, End=22.3)",0.00,,
20.83,c12,Arrive (Q_C),[],[],[c12],Free,"(c10, End=23.5)","(c11, End=22.3)",,,
21.26,c13,Arrive (Q_C),[],[],"[c12, c13]",Free,"(c10, End=23.5)","(c11, End=22.3)",,,
21.68,c14,Arrive (Q_C),[],[],"[c12, c13, c14]",Free,"(c10, End=23.5)","(c11, End=22.3)",,,
22.29,c12,start_desk_C,[],[],"[c13, c14]",Free,"(c10, End=23.5)","(c12, End=24.5)",1.47,,
22.29,c11,leave,[],[],"[c13, c14]",Free,"(c10, End=23.5)",Free,,c11,
22.46,c15,Arrive (Q_C),[],[],"[c13, c14, c15]",Free,"(c10, End=23.5)",Free,,,
23.54,c10,leave,[],[],"[c13, c14, c15]",Free,Free,Free,,c10,
24.48,c13,start_desk_C,[],[],"[c14, c15]",Free,Free,"(c13, End=28.3)",3.22,,
24.48,c12,leave,[],[],"[c14, c15]",Free,Free,Free,,c12,
25.71,c16,Arrive (Q_B),[],[c16],"[c14, c15]",Free,Free,Free,,,
25.71,c16,start_desk_B,[],[],"[c14, c15]",Free,"(c16, End=28.6)",Free,0.00,,
26.53,c17,Arrive (Q_A),[c17],[],"[c14, c15]",Free,"(c16, End=28.6)",Free,,,
26.53,c17,start_desk_A,[],[],"[c14, c15]","(c17, End=27.0)","(c16, End=28.6)",Free,0.00,,
26.97,c18,Arrive (Q_B),[],[c18],"[c14, c15]","(c17, End=27.0)","(c16, End=28.6)",Free,,,
27.03,c17,leave,[],[c18],"[c14, c15]",Free,"(c16, End=28.6)",Free,,c17,
27.54,c19,Arrive (Q_C),[],[c18],"[c14, c15, c19]",Free,"(c16, End=28.6)",Free,,,
28.30,c14,start_desk_C,[],[c18],"[c15, c19]",Free,"(c16, End=28.6)","(c14, End=29.5)",6.62,,
28.30,c13,leave,[],[c18],"[c15, c19]",Free,"(c16, End=28.6)",Free,,c13,
28.55,c18,start_desk_B,[],[],"[c15, c19]",Free,"(c18, End=32.5)",Free,1.58,,
28.55,c16,leave,[],[],"[c15, c19]",Free,Free,Free,,c16,
29.47,c15,start_desk_C,[],[],[c19],Free,Free,"(c15, End=31.2)",7.01,,
29.47,c14,leave,[],[],[c19],Free,Free,Free,,c14,
30.15,c20,Arrive (Q_C),[],[],"[c19, c20]",Free,Free,Free,,,
31.22,c19,start_desk_C,[],[],[c20],Free,Free,"(c19, End=35.2)",3.68,,
31.22,c15,leave,[],[],[c20],Free,Free,Free,,c15,
31.77,c21,Arrive (Q_B),[],[c21],[c20],Free,Free,Free,,,
32.48,c21,start_desk_B,[],[],[c20],Free,"(c21, End=35.7)",Free,0.71,,
32.48,c18,leave,[],[],[c20],Free,Free,Free,,c18,
32.78,c22,Arrive (Q_A),[c22],[],[c20],Free,Free,Free,,,
32.78,c22,start_desk_A,[],[],[c20],"(c22, End=35.7)",Free,Free,0.00,,
33.18,c23,Arrive (Q_C),[],[],"[c20, c23]","(c22, End=35.7)",Free,Free,,,
35.17,c20,start_desk_C,[],[],[c23],"(c22, End=35.7)",Free,"(c20, End=37.1)",5.02,,
35.17,c19,leave,[],[],[c23],"(c22, End=35.7)",Free,Free,,c19,
35.59,c24,Arrive (Q_A),[c24],[],[c23],"(c22, End=35.7)",Free,Free,,,
35.69,c21,leave,[c24],[],[c23],"(c22, End=35.7)",Free,Free,,c21,
35.71,c24,start_desk_A,[],[],[c23],"(c24, End=38.5)",Free,Free,0.12,,
35.71,c22,leave,[],[],[c23],Free,Free,Free,,c22,
36.04,c25,Arrive (Q_C),[],[],"[c23, c25]",Free,Free,Free,,,
37.08,c23,start_desk_C,[],[],[c25],Free,Free,"(c23, End=38.1)",3.90,,
37.08,c20,leave,[],[],[c25],Free,Free,Free,,c20,
37.20,c26,Arrive (Q_B),[],[c26],[c25],Free,Free,Free,,,
37.20,c26,start_desk_B,[],[],[c25],Free,"(c26, End=41.0)",Free,0.00,,
38.09,c25,start_desk_C,[],[],[],Free,"(c26, End=41.0)","(c25, End=39.2)",2.06,,
38.09,c23,leave,[],[],[],Free,"(c26, End=41.0)",Free,,c23,
38.47,c24,leave,[],[],[],Free,"(c26, End=41.0)",Free,,c24,
39.22,c25,leave,[],[],[],Free,"(c26, End=41.0)",Free,,c25,
39.84,c27,Arrive (Q_C),[],[],[c27],Free,"(c26, End=41.0)",Free,,,
39.84,c27,start_desk_C,[],[],[],Free,"(c26, End=41.0)","(c27, End=42.2)",0.00,,
40.99,c26,leave,[],[],[],Free,Free,"(c27, End=42.2)",,c26,
42.24,c27,leave,[],[],[],Free,Free,Free,,c27,
46.57,c28,Arrive (Q_C),[],[],[c28],Free,Free,Free,,,
46.57,c28,start_desk_C,[],[],[],Free,Free,"(c28, End=48.8)",0.00,,
47.30,c29,Arrive (Q_C),[],[],[c29],Free,Free,"(c28, End=48.8)",,,
47.39,c30,Arrive (Q_C),[],[],"[c29, c30]",Free,Free,"(c28, End=48.8)",,,
47.82,c31,Arrive (Q_C),[],[],"[c29, c30, c31]",Free,Free,"(c28, End=48.8)",,,
48.57,c32,Arrive (Q_B),[],[c32],"[c29, c30, c31]",Free,Free,"(c28, End=48.8)",,,
48.57,c32,start_desk_B,[],[],"[c29, c30, c31]",Free,"(c32, End=52.6)","(c28, End=48.8)",0.00,,
48.85,c29,start_desk_C,[],[],"[c30, c31]",Free,"(c32, End=52.6)","(c29, End=51.7)",1.55,,
48.85,c28,leave,[],[],"[c30, c31]",Free,"(c32, End=52.6)",Free,,c28,
51.47,c33,Arrive (Q_A),[c33],[],"[c30, c31]",Free,"(c32, End=52.6)",Free,,,
51.47,c33,start_desk_A,[],[],"[c30, c31]","(c33, End=51.8)","(c32, End=52.6)",Free,0.00,,
51.69,c30,start_desk_C,[],[],[c31],"(c33, End=51.8)","(c32, End=52.6)","(c30, End=54.2)",4.30,,
51.69,c29,leave,[],[],[c31],"(c33, End=51.8)","(c32, End=52.6)",Free,,c29,
51.84,c33,leave,[],[],[c31],Free,"(c32, End=52.6)",Free,,c33,
52.58,c32,leave,[],[],[c31],Free,Free,Free,,c32,
52.69,c34,Arrive (Q_A),[c34],[],[c31],Free,Free,Free,,,
52.69,c34,start_desk_A,[],[],[c31],"(c34, End=53.9)",Free,Free,0.00,,
53.87,c34,leave,[],[],[c31],Free,Free,Free,,c34,
54.17,c31,start_desk_C,[],[],[],Free,Free,"(c31, End=57.1)",6.35,,
54.17,c30,leave,[],[],[],Free,Free,Free,,c30,
55.98,c35,Arrive (Q_B),[],[c35],[],Free,Free,Free,,,
55.98,c35,start_desk_B,[],[],[],Free,"(c35, End=58.0)",Free,0.00,,
56.59,c36,Arrive (Q_A),[c36],[],[],Free,"(c35, End=58.0)",Free,,,
56.59,c36,start_desk_A,[],[],[],"(c36, End=58.8)","(c35, End=58.0)",Free,0.00,,
57.13,c31,leave,[],[],[],"(c36, End=58.8)","(c35, End=58.0)",Free,,c31,
57.52,c37,Arrive (Q_A),[c37],[],[],"(c36, End=58.8)","(c35, End=58.0)",Free,,,
58.02,c35,leave,[c37],[],[],"(c36, End=58.8)",Free,Free,,c35,
58.18,c38,Arrive (Q_A),"[c37, c38]",[],[],"(c36, End=58.8)",Free,Free,,,
58.78,c37,start_desk_A,[c38],[],[],"(c37, End=60.7)",Free,Free,1.26,,
58.78,c36,leave,[c38],[],[],Free,Free,Free,,c36,
59.31,c39,Arrive (Q_C),[c38],[],[c39],Free,Free,Free,,,
59.31,c39,start_desk_C,[c38],[],[],Free,Free,"(c39, End=62.4)",0.00,,
59.70,c40,Arrive (Q_C),[c38],[],[c40],Free,Free,"(c39, End=62.4)",,,
60.66,c38,start_desk_A,[],[],[c40],"(c38, End=63.9)",Free,"(c39, End=62.4)",2.48,,
60.66,c37,leave,[],[],[c40],Free,Free,"(c39, End=62.4)",,c37,
62.27,c41,Arrive (Q_A),[c41],[],[c40],Free,Free,"(c39, End=62.4)",,,
62.41,c40,start_desk_C,[c41],[],[],Free,Free,"(c40, End=65.8)",2.71,,
62.41,c39,leave,[c41],[],[],Free,Free,Free,,c39,
63.33,c42,Arrive (Q_C),[c41],[],[c42],Free,Free,Free,,,
63.72,c43,Arrive (Q_B),[c41],[c43],[c42],Free,Free,Free,,,
63.72,c43,start_desk_B,[c41],[],[c42],Free,"(c43, End=69.3)",Free,0.00,,
63.79,c44,Arrive (Q_C),[c41],[],"[c42, c44]",Free,"(c43, End=69.3)",Free,,,
63.88,c41,start_desk_A,[],[],"[c42, c44]","(c41, End=65.5)","(c43, End=69.3)",Free,1.61,,
63.88,c38,leave,[],[],"[c42, c44]",Free,"(c43, End=69.3)",Free,,c38,
64.52,c45,Arrive (Q_C),[],[],"[c42, c44, c45]",Free,"(c43, End=69.3)",Free,,,
65.53,c41,leave,[],[],"[c42, c44, c45]",Free,"(c43, End=69.3)",Free,,c41,
65.81,c42,start_desk_C,[],[],"[c44, c45]",Free,"(c43, End=69.3)","(c42, End=69.4)",2.48,,
65.81,c40,leave,[],[],"[c44, c45]",Free,"(c43, End=69.3)",Free,,c40,
66.91,c46,Arrive (Q_A),[c46],[],"[c44, c45]",Free,"(c43, End=69.3)",Free,,,
66.91,c46,start_desk_A,[],[],"[c44, c45]","(c46, End=68.7)","(c43, End=69.3)",Free,0.00,,
67.86,c47,Arrive (Q_C),[],[],"[c44, c45, c47]","(c46, End=68.7)","(c43, End=69.3)",Free,,,
68.66,c46,leave,[],[],"[c44, c45, c47]",Free,"(c43, End=69.3)",Free,,c46,
69.29,c43,leave,[],[],"[c44, c45, c47]",Free,Free,Free,,c43,
69.42,c44,start_desk_C,[],[],"[c45, c47]",Free,Free,"(c44, End=72.8)",5.63,,
69.42,c42,leave,[],[],"[c45, c47]",Free,Free,Free,,c42,
69.52,c48,Arrive (Q_B),[],[c48],"[c45, c47]",Free,Free,Free,,,
69.52,c48,start_desk_B,[],[],"[c45, c47]",Free,"(c48, End=71.6)",Free,0.00,,
71.05,c49,Arrive (Q_A),[c49],[],"[c45, c47]",Free,"(c48, End=71.6)",Free,,,
71.05,c49,start_desk_A,[],[],"[c45, c47]","(c49, End=73.0)","(c48, End=71.6)",Free,0.00,,
71.49,c50,Arrive (Q_A),[c50],[],"[c45, c47]","(c49, End=73.0)","(c48, End=71.6)",Free,,,
71.62,c48,leave,[c50],[],"[c45, c47]","(c49, End=73.0)",Free,Free,,c48,
71.99,c51,Arrive (Q_B),[c50],[c51],"[c45, c47]","(c49, End=73.0)",Free,Free,,,
71.99,c51,start_desk_B,[c50],[],"[c45, c47]","(c49, End=73.0)","(c51, End=74.7)",Free,0.00,,
72.42,c52,Arrive (Q_C),[c50],[],"[c45, c47, c52]","(c49, End=73.0)","(c51, End=74.7)",Free,,,
72.77,c45,start_desk_C,[c50],[],"[c47, c52]","(c49, End=73.0)","(c51, End=74.7)","(c45, End=74.0)",8.25,,
72.77,c44,leave,[c50],[],"[c47, c52]","(c49, End=73.0)","(c51, End=74.7)",Free,,c44,
73.02,c50,start_desk_A,[],[],"[c47, c52]","(c50, End=82.2)","(c51, End=74.7)",Free,1.54,,
73.02,c49,leave,[],[],"[c47, c52]",Free,"(c51, End=74.7)",Free,,c49,
73.97,c47,start_desk_C,[],[],[c52],Free,"(c51, End=74.7)","(c47, End=77.6)",6.11,,
73.97,c45,leave,[],[],[c52],Free,"(c51, End=74.7)",Free,,c45,
74.49,c53,Arrive (Q_C),[],[],"[c52, c53]",Free,"(c51, End=74.7)",Free,,,
74.59,c54,Arrive (Q_A),[c54],[],"[c52, c53]",Free,"(c51, End=74.7)",Free,,,
74.66,c51,leave,[c54],[],"[c52, c53]",Free,Free,Free,,c51,
75.62,c55,Arrive (Q_A),"[c54, c55]",[],"[c52, c53]",Free,Free,Free,,,
76.38,c56,Arrive (Q_A),"[c54, c55, c56]",[],"[c52, c53]",Free,Free,Free,,,
77.57,c52,start_desk_C,"[c54, c55, c56]",[],[c53],Free,Free,"(c52, End=81.5)",5.15,,
77.57,c47,leave,"[c54, c55, c56]",[],[c53],Free,Free,Free,,c47,
79.59,c54,Resign (Dynamic Q_A),"[c55, c56]",[],[c53],Free,Free,Free,,,c54
79.72,c57,Arrive (Q_A),"[c55, c56, c57]",[],[c53],Free,Free,Free,,,
81.48,c53,start_desk_C,"[c55, c56, c57]",[],[],Free,Free,"(c53, End=83.8)",6.99,,
81.48,c52,leave,"[c55, c56, c57]",[],[],Free,Free,Free,,c52,
82.18,c55,start_desk_A,"[c56, c57]",[],[],"(c55, End=86.0)",Free,Free,6.56,,
82.18,c50,leave,"[c56, c57]",[],[],Free,Free,Free,,c50,
83.13,c58,Arrive (Q_A),"[c56, c57, c58]",[],[],Free,Free,Free,,,
83.37,c59,Arrive (Q_A),"[c56, c57, c58, c59]",[],[],Free,Free,Free,,,
83.73,c60,Arrive (Q_B),"[c56, c57, c58, c59]",[c60],[],Free,Free,Free,,,
83.73,c60,start_desk_B,"[c56, c57, c58, c59]",[],[],Free,"(c60, End=89.3)",Free,0.00,,
83.82,c53,leave,"[c56, c57, c58, c59]",[],[],Free,"(c60, End=89.3)",Free,,c53,
83.98,c61,Arrive (Q_B),"[c56, c57, c58, c59]",[c61],[],Free,"(c60, End=89.3)",Free,,,
85.60,c62,Arrive (Q_B),"[c56, c57, c58, c59]","[c61, c62]",[],Free,"(c60, End=89.3)",Free,,,
86.02,c56,start_desk_A,"[c57, c58, c59]","[c61, c62]",[],"(c56, End=90.0)","(c60, End=89.3)",Free,9.64,,
86.02,c55,leave,"[c57, c58, c59]","[c61, c62]",[],Free,"(c60, End=89.3)",Free,,c55,
86.52,c63,Arrive (Q_B),"[c57, c58, c59]","[c61, c62, c63]",[],Free,"(c60, End=89.3)",Free,,,
87.97,c64,Arrive (Q_C),"[c57, c58, c59]","[c61, c62, c63]",[c64],Free,"(c60, End=89.3)",Free,,,
87.97,c64,start_desk_C,"[c57, c58, c59]","[c61, c62, c63]",[],Free,"(c60, End=89.3)","(c64, End=90.5)",0.00,,
88.13,c65,Arrive (Q_A),"[c57, c58, c59, c65]","[c61, c62, c63]",[],Free,"(c60, End=89.3)","(c64, End=90.5)",,,
89.25,c61,start_desk_B,"[c57, c58, c59, c65]","[c62, c63]",[],Free,"(c61, End=94.6)","(c64, End=90.5)",5.27,,
89.25,c60,leave,"[c57, c58, c59, c65]","[c62, c63]",[],Free,Free,"(c64, End=90.5)",,c60,
89.83,c66,Arrive (Q_C),"[c57, c58, c59, c65]","[c62, c63]",[c66],Free,Free,"(c64, End=90.5)",,,
89.98,c67,Arrive (Q_C),"[c57, c58, c59, c65]","[c62, c63]","[c66, c67]",Free,Free,"(c64, End=90.5)",,,
90.02,c57,start_desk_A,"[c58, c59, c65]","[c62, c63]","[c66, c67]","(c57, End=90.8)",Free,"(c64, End=90.5)",10.30,,
90.02,c56,leave,"[c58, c59, c65]","[c62, c63]","[c66, c67]",Free,Free,"(c64, End=90.5)",,c56,
90.28,c68,Arrive (Q_A),"[c58, c59, c65, c68]","[c62, c63]","[c66, c67]",Free,Free,"(c64, End=90.5)",,,
90.47,c66,start_desk_C,"[c58, c59, c65, c68]","[c62, c63]",[c67],Free,Free,"(c66, End=93.1)",0.64,,
90.47,c64,leave,"[c58, c59, c65, c68]","[c62, c63]",[c67],Free,Free,Free,,c64,
90.79,c58,start_desk_A,"[c59, c65, c68]","[c62, c63]",[c67],"(c58, End=94.7)",Free,Free,7.66,,
90.79,c57,leave,"[c59, c65, c68]","[c62, c63]",[c67],Free,Free,Free,,c57,
91.28,c69,Arrive (Q_A),"[c59, c65, c68, c69]","[c62, c63]",[c67],Free,Free,Free,,,
92.60,c70,Arrive (Q_B),"[c59, c65, c68, c69]","[c62, c63, c70]",[c67],Free,Free,Free,,,
93.06,c67,start_desk_C,"[c59, c65, c68, c69]","[c62, c63, c70]",[],Free,Free,"(c67, End=96.9)",3.08,,
93.06,c66,leave,"[c59, c65, c68, c69]","[c62, c63, c70]",[],Free,Free,Free,,c66,
93.48,c71,Arrive (Q_A),"[c59, c65, c68, c69, c71]","[c62, c63, c70]",[],Free,Free,Free,,,
93.75,c72,Arrive (Q_A),"[c59, c65, c68, c69, c71, c72]","[c62, c63, c70]",[],Free,Free,Free,,,
94.22,c73,Arrive (Q_A),"[c59, c65, c68, c69, c71, c72, c73]","[c62, c63, c70]",[],Free,Free,Free,,,
94.56,c62,start_desk_B,"[c59, c65, c68, c69, c71, c72, c73]","[c63, c70]",[],Free,"(c62, End=99.7)",Free,8.96,,
94.56,c61,leave,"[c59, c65, c68, c69, c71, c72, c73]","[c63, c70]",[],Free,Free,Free,,c61,
94.74,c59,start_desk_A,"[c65, c68, c69, c71, c72, c73]","[c63, c70]",[],"(c59, End=97.0)",Free,Free,11.37,,
94.74,c58,leave,"[c65, c68, c69, c71, c72, c73]","[c63, c70]",[],Free,Free,Free,,c58,
95.00,c74,Arrive (Q_C),"[c65, c68, c69, c71, c72, c73]","[c63, c70]",[c74],Free,Free,Free,,,
96.89,c74,start_desk_C,"[c65, c68, c69, c71, c72, c73]","[c63, c70]",[],Free,Free,"(c74, End=100.7)",1.89,,
96.89,c67,leave,"[c65, c68, c69, c71, c72, c73]","[c63, c70]",[],Free,Free,Free,,c67,
97.03,c65,start_desk_A,"[c68, c69, c71, c72, c73]","[c63, c70]",[],"(c65, End=99.0)",Free,Free,8.89,,
97.03,c59,leave,"[c68, c69, c71, c72, c73]","[c63, c70]",[],Free,Free,Free,,c59,
98.97,c68,start_desk_A,"[c69, c71, c72, c73]","[c63, c70]",[],"(c68, End=102.2)",Free,Free,8.69,,
98.97,c65,leave,"[c69, c71, c72, c73]","[c63, c70]",[],Free,Free,Free,,c65,
99.67,c63,start_desk_B,"[c69, c71, c72, c73]",[c70],[],Free,"(c63, End=104.7)",Free,13.15,,
99.67,c62,leave,"[c69, c71, c72, c73]",[c70],[],Free,Free,Free,,c62,
100.45,c75,Arrive (Q_C),"[c69, c71, c72, c73]",[c70],[c75],Free,Free,Free,,,
100.69,c75,start_desk_C,"[c69, c71, c72, c73]",[c70],[],Free,Free,"(c75, End=102.4)",0.24,,
100.69,c74,leave,"[c69, c71, c72, c73]",[c70],[],Free,Free,Free,,c74,
101.02,c76,Arrive (Q_A),"[c69, c71, c72, c73, c76]",[c70],[],Free,Free,Free,,,
102.23,c69,start_desk_A,"[c71, c72, c73, c76]",[c70],[],"(c69, End=112.3)",Free,Free,10.96,,
102.23,c68,leave,"[c71, c72, c73, c76]",[c70],[],Free,Free,Free,,c68,
102.45,c75,leave,"[c71, c72, c73, c76]",[c70],[],Free,Free,Free,,c75,
103.40,c77,Arrive (Q_C),"[c71, c72, c73, c76]",[c70],[c77],Free,Free,Free,,,
103.40,c77,start_desk_C,"[c71, c72, c73, c76]",[c70],[],Free,Free,"(c77, End=105.3)",0.00,,
104.66,c70,start_desk_B,"[c71, c72, c73, c76]",[],[],Free,"(c70, End=107.4)","(c77, End=105.3)",12.06,,
104.66,c63,leave,"[c71, c72, c73, c76]",[],[],Free,Free,"(c77, End=105.3)",,c63,
105.26,c77,leave,"[c71, c72, c73, c76]",[],[],Free,Free,Free,,c77,
107.38,c70,leave,"[c71, c72, c73, c76]",[],[],Free,Free,Free,,c70,
107.42,c78,Arrive (Q_B),"[c71, c72, c73, c76]",[c78],[],Free,Free,Free,,,
107.42,c78,start_desk_B,"[c71, c72, c73, c76]",[],[],Free,"(c78, End=110.7)",Free,0.00,,
107.71,c79,Arrive (Q_A),"[c71, c72, c73, c76, c79]",[],[],Free,"(c78, End=110.7)",Free,,,
107.76,c80,Arrive (Q_A),"[c71, c72, c73, c76, c79, c80]",[],[],Free,"(c78, End=110.7)",Free,,,
108.87,c81,Arrive (Q_A),"[c71, c72, c73, c76, c79, c80, c81]",[],[],Free,"(c78, End=110.7)",Free,,,
109.22,c82,Arrive (Q_C),"[c71, c72, c73, c76, c79, c80, c81]",[],[c82],Free,"(c78, End=110.7)",Free,,,
109.22,c82,start_desk_C,"[c71, c72, c73, c76, c79, c80, c81]",[],[],Free,"(c78, End=110.7)","(c82, End=112.5)",0.00,,
110.67,c78,leave,"[c71, c72, c73, c76, c79, c80, c81]",[],[],Free,Free,"(c82, End=112.5)",,c78,
110.77,c83,Arrive (Q_B),"[c71, c72, c73, c76, c79, c80, c81]",[c83],[],Free,Free,"(c82, End=112.5)",,,
110.77,c83,start_desk_B,"[c71, c72, c73, c76, c79, c80, c81]",[],[],Free,"(c83, End=113.3)","(c82, End=112.5)",0.00,,
111.14,c84,Arrive (Q_B),"[c71, c72, c73, c76, c79, c80, c81]",[c84],[],Free,"(c83, End=113.3)","(c82, End=112.5)",,,
112.29,c71,start_desk_A,"[c72, c73, c76, c79, c80, c81]",[c84],[],"(c71, End=116.0)","(c83, End=113.3)","(c82, End=112.5)",18.82,,
112.29,c69,leave,"[c72, c73, c76, c79, c80, c81]",[c84],[],Free,"(c83, End=113.3)","(c82, End=112.5)",,c69,
112.49,c82,leave,"[c72, c73, c76, c79, c80, c81]",[c84],[],Free,"(c83, End=113.3)",Free,,c82,
113.12,c85,Arrive (Q_C),"[c72, c73, c76, c79, c80, c81]",[c84],[c85],Free,"(c83, End=113.3)",Free,,,
113.12,c85,start_desk_C,"[c72, c73, c76, c79, c80, c81]",[c84],[],Free,"(c83, End=113.3)","(c85, End=115.2)",0.00,,
113.28,c84,start_desk_B,"[c72, c73, c76, c79, c80, c81]",[],[],Free,"(c84, End=118.6)","(c85, End=115.2)",2.14,,
