now.Time,c,Transition,WaitA,WaitB,WaitC,DeskA,DeskB,DeskC,c.WaitTime,leave,Gone
113.28,c83,leave,"[c72, c73, c76, c79, c80, c81]",[],[],Free,Free,"(c85, End=115.2)",,c83,
113.77,c86,Arrive (Q_A),"[c72, c73, c76, c79, c80, c81, c86]",[],[],Free,Free,"(c85, End=115.2)",,,
115.21,c85,leave,"[c72, c73, c76, c79, c80, c81, c86]",[],[],Free,Free,Free,,c85,
115.98,c72,start_desk_A,"[c73, c76, c79, c80, c81, c86]",[],[],"(c72, End=117.9)",Free,Free,22.23,,
115.98,c71,leave,"[c73, c76, c79, c80, c81, c86]",[],[],Free,Free,Free,,c71,
117.88,c73,start_desk_A,"[c76, c79, c80, c81, c86]",[],[],"(c73, End=125.3)",Free,Free,23.66,,
117.88,c72,leave,"[c76, c79, c80, c81, c86]",[],[],Free,Free,Free,,c72,
118.30,c87,Arrive (Q_A),"[c76, c79, c80, c81, c86, c87]",[],[],Free,Free,Free,,,
118.58,c84,leave,"[c76, c79, c80, c81, c86, c87]",[],[],Free,Free,Free,,c84,
118.76,c88,Arrive (Q_A),"[c76, c79, c80, c81, c86, c87, c88]",[],[],Free,Free,Free,,,
120.64,c89,Arrive (Q_C),"[c76, c79, c80, c81, c86, c87, c88]",[],[c89],Free,Free,Free,,,
120.64,c89,start_desk_C,"[c76, c79, c80, c81, c86, c87, c88]",[],[],Free,Free,"(c89, End=122.9)",0.00,,
121.38,c90,Arrive (Q_B),"[c76, c79, c80, c81, c86, c87, c88]",[c90],[],Free,Free,"(c89, End=122.9)",,,
121.38,c90,start_desk_B,"[c76, c79, c80, c81, c86, c87, c88]",[],[],Free,"(c90, End=126.4)","(c89, End=122.9)",0.00,,
121.60,c91,Arrive (Q_B),"[c76, c79, c80, c81, c86, c87, c88]",[c91],[],Free,"(c90, End=126.4)","(c89, End=122.9)",,,
122.71,c92,Arrive (Q_C),"[c76, c79, c80, c81, c86, c87, c88]",[c91],[c92],Free,"(c90, End=126.4)","(c89, End=122.9)",,,
122.94,c92,start_desk_C,"[c76, c79, c80, c81, c86, c87, c88]",[c91],[],Free,"(c90, End=126.4)","(c92, End=126.4)",0.24,,
122.94,c89,leave,"[c76, c79, c80, c81, c86, c87, c88]",[c91],[],Free,"(c90, End=126.4)",Free,,c89,
125.33,c76,start_desk_A,"[c79, c80, c81, c86, c87, c88]",[c91],[],"(c76, End=127.0)","(c90, End=126.4)",Free,24.31,,
125.33,c73,leave,"[c79, c80, c81, c86, c87, c88]",[c91],[],Free,"(c90, End=126.4)",Free,,c73,
126.36,c91,start_desk_B,"[c79, c80, c81, c86, c87, c88]",[],[],Free,"(c91, End=131.1)",Free,4.76,,
126.36,c90,leave,"[c79, c80, c81, c86, c87, c88]",[],[],Free,Free,Free,,c90,
126.42,c92,leave,"[c79, c80, c81, c86, c87, c88]",[],[],Free,Free,Free,,c92,
126.76,c93,Arrive (Q_C),"[c79, c80, c81, c86, c87, c88]",[],[c93],Free,Free,Free,,,
126.76,c93,start_desk_C,"[c79, c80, c81, c86, c87, c88]",[],[],Free,Free,"(c93, End=130.5)",0.00,,
126.89,c94,Arrive (Q_A),"[c79, c80, c81, c86, c87, c88, c94]",[],[],Free,Free,"(c93, End=130.5)",,,
127.02,c79,start_desk_A,"[c80, c81, c86, c87, c88, c94]",[],[],"(c79, End=127.6)",Free,"(c93, End=130.5)",19.32,,
127.02,c76,leave,"[c80, c81, c86, c87, c88, c94]",[],[],Free,Free,"(c93, End=130.5)",,c76,
127.59,c80,start_desk_A,"[c81, c86, c87, c88, c94]",[],[],"(c80, End=131.2)",Free,"(c93, End=130.5)",19.83,,
127.59,c79,leave,"[c81, c86, c87, c88, c94]",[],[],Free,Free,"(c93, End=130.5)",,c79,
130.13,c95,Arrive (Q_C),"[c81, c86, c87, c88, c94]",[],[c95],Free,Free,"(c93, End=130.5)",,,
130.27,c96,Arrive (Q_C),"[c81, c86, c87, c88, c94]",[],"[c95, c96]",Free,Free,"(c93, End=130.5)",,,
130.50,c95,start_desk_C,"[c81, c86, c87, c88, c94]",[],[c96],Free,Free,"(c95, End=133.4)",0.37,,
130.50,c93,leave,"[c81, c86, c87, c88, c94]",[],[c96],Free,Free,Free,,c93,
131.12,c91,leave,"[c81, c86, c87, c88, c94]",[],[c96],Free,Free,Free,,c91,
131.24,c81,start_desk_A,"[c86, c87, c88, c94]",[],[c96],"(c81, End=134.7)",Free,Free,22.36,,
131.24,c80,leave,"[c86, c87, c88, c94]",[],[c96],Free,Free,Free,,c80,
131.97,c97,Arrive (Q_C),"[c86, c87, c88, c94]",[],"[c96, c97]",Free,Free,Free,,,
133.45,c96,start_desk_C,"[c86, c87, c88, c94]",[],[c97],Free,Free,"(c96, End=135.9)",3.18,,
133.45,c95,leave,"[c86, c87, c88, c94]",[],[c97],Free,Free,Free,,c95,
134.66,c98,Arrive (Q_B),"[c86, c87, c88, c94]",[c98],[c97],Free,Free,Free,,,
134.66,c98,start_desk_B,"[c86, c87, c88, c94]",[],[c97],Free,"(c98, End=137.9)",Free,0.00,,
134.67,c86,start_desk_A,"[c87, c88, c94]",[],[c97],"(c86, End=137.2)","(c98, End=137.9)",Free,20.91,,
134.67,c81,leave,"[c87, c88, c94]",[],[c97],Free,"(c98, End=137.9)",Free,,c81,
134.68,c99,Arrive (Q_A),"[c87, c88, c94, c99]",[],[c97],Free,"(c98, End=137.9)",Free,,,
135.88,c97,start_desk_C,"[c87, c88, c94, c99]",[],[],Free,"(c98, End=137.9)","(c97, End=137.3)",3.91,,
135.88,c96,leave,"[c87, c88, c94, c99]",[],[],Free,"(c98, End=137.9)",Free,,c96,
136.46,c100,Arrive (Q_A),"[c87, c88, c94, c99, c100]",[],[],Free,"(c98, End=137.9)",Free,,,
136.53,c101,Arrive (Q_A),"[c87, c88, c94, c99, c100, c101]",[],[],Free,"(c98, End=137.9)",Free,,,
137.16,c87,start_desk_A,"[c88, c94, c99, c100, c101]",[],[],"(c87, End=139.9)","(c98, End=137.9)",Free,18.86,,
137.16,c86,leave,"[c88, c94, c99, c100, c101]",[],[],Free,"(c98, End=137.9)",Free,,c86,
137.31,c97,leave,"[c88, c94, c99, c100, c101]",[],[],Free,"(c98, End=137.9)",Free,,c97,
137.85,c98,leave,"[c88, c94, c99, c100, c101]",[],[],Free,Free,Free,,c98,
139.88,c88,start_desk_A,"[c94, c99, c100, c101]",[],[],"(c88, End=140.6)",Free,Free,21.13,,
139.88,c87,leave,"[c94, c99, c100, c101]",[],[],Free,Free,Free,,c87,
140.04,c102,Arrive (Q_A),"[c94, c99, c100, c101, c102]",[],[],Free,Free,Free,,,
140.64,c94,start_desk_A,"[c99, c100, c101, c102]",[],[],"(c94, End=141.1)",Free,Free,13.75,,
140.64,c88,leave,"[c99, c100, c101, c102]",[],[],Free,Free,Free,,c88,
140.74,c103,Arrive (Q_A),"[c99, c100, c101, c102, c103]",[],[],Free,Free,Free,,,
141.09,c99,start_desk_A,"[c100, c101, c102, c103]",[],[],"(c99, End=144.1)",Free,Free,6.42,,
141.09,c94,leave,"[c100, c101, c102, c103]",[],[],Free,Free,Free,,c94,
142.07,c104,Arrive (Q_A),"[c100, c101, c102, c103, c104]",[],[],Free,Free,Free,,,
144.08,c100,start_desk_A,"[c101, c102, c103, c104]",[],[],"(c100, End=147.9)",Free,Free,7.62,,
144.08,c99,leave,"[c101, c102, c103, c104]",[],[],Free,Free,Free,,c99,
145.44,c105,Arrive (Q_B),"[c101, c102, c103, c104]",[c105],[],Free,Free,Free,,,
145.44,c105,start_desk_B,"[c101, c102, c103, c104]",[],[],Free,"(c105, End=148.6)",Free,0.00,,
145.74,c103,Resign (Dynamic Q_A),"[c101, c102, c104]",[],[],Free,"(c105, End=148.6)",Free,,,c103
146.82,c106,Arrive (Q_A),"[c101, c102, c104, c106]",[],[],Free,"(c105, End=148.6)",Free,,,
147.36,c107,Arrive (Q_A),"[c101, c102, c104, c106, c107]",[],[],Free,"(c105, End=148.6)",Free,,,
147.73,c108,Arrive (Q_A),"[c101, c102, c104, c106, c107, c108]",[],[],Free,"(c105, End=148.6)",Free,,,
147.91,c101,start_desk_A,"[c102, c104, c106, c107, c108]",[],[],"(c101, End=149.8)","(c105, End=148.6)",Free,11.38,,
147.91,c100,leave,"[c102, c104, c106, c107, c108]",[],[],Free,"(c105, End=148.6)",Free,,c100,
148.58,c105,leave,"[c102, c104, c106, c107, c108]",[],[],Free,Free,Free,,c105,
149.81,c102,start_desk_A,"[c104, c106, c107, c108]",[],[],"(c102, End=151.6)",Free,Free,9.77,,
149.81,c101,leave,"[c104, c106, c107, c108]",[],[],Free,Free,Free,,c101,
150.67,c109,Arrive (Q_B),"[c104, c106, c107, c108]",[c109],[],Free,Free,Free,,,
150.67,c109,start_desk_B,"[c104, c106, c107, c108]",[],[],Free,"(c109, End=154.0)",Free,0.00,,
150.87,c110,Arrive (Q_B),"[c104, c106, c107, c108]",[c110],[],Free,"(c109, End=154.0)",Free,,,
150.89,c111,Arrive (Q_A),"[c104, c106, c107, c108, c111]",[c110],[],Free,"(c109, End=154.0)",Free,,,
150.92,c112,Arrive (Q_C),"[c104, c106, c107, c108, c111]",[c110],[c112],Free,"(c109, End=154.0)",Free,,,
150.92,c112,start_desk_C,"[c104, c106, c107, c108, c111]",[c110],[],Free,"(c109, End=154.0)","(c112, End=154.9)",0.00,,
151.27,c113,Arrive (Q_A),"[c104, c106, c107, c108, c111, c113]",[c110],[],Free,"(c109, End=154.0)","(c112, End=154.9)",,,
151.59,c114,Arrive (Q_A),"[c104, c106, c107, c108, c111, c113, c114]",[c110],[],Free,"(c109, End=154.0)","(c112, End=154.9)",,,
151.62,c104,start_desk_A,"[c106, c107, c108, c111, c113, c114]",[c110],[],"(c104, End=153.8)","(c109, End=154.0)","(c112, End=154.9)",9.55,,
151.62,c102,leave,"[c106, c107, c108, c111, c113, c114]",[c110],[],Free,"(c109, End=154.0)","(c112, End=154.9)",,c102,
153.83,c106,start_desk_A,"[c107, c108, c111, c113, c114]",[c110],[],"(c106, End=154.9)","(c109, End=154.0)","(c112, End=154.9)",7.01,,
153.83,c104,leave,"[c107, c108, c111, c113, c114]",[c110],[],Free,"(c109, End=154.0)","(c112, End=154.9)",,c104,
154.00,c110,start_desk_B,"[c107, c108, c111, c113, c114]",[],[],Free,"(c110, End=157.3)","(c112, End=154.9)",3.13,,
154.00,c109,leave,"[c107, c108, c111, c113, c114]",[],[],Free,Free,"(c112, End=154.9)",,c109,
154.65,c115,Arrive (Q_B),"[c107, c108, c111, c113, c114]",[c115],[],Free,Free,"(c112, End=154.9)",,,
154.86,c112,leave,"[c107, c108, c111, c113, c114]",[c115],[],Free,Free,Free,,c112,
154.91,c107,start_desk_A,"[c108, c111, c113, c114]",[c115],[],"(c107, End=156.5)",Free,Free,7.55,,
154.91,c106,leave,"[c108, c111, c113, c114]",[c115],[],Free,Free,Free,,c106,
154.93,c116,Arrive (Q_A),"[c108, c111, c113, c114, c116]",[c115],[],Free,Free,Free,,,
155.86,c117,Arrive (Q_C),"[c108, c111, c113, c114, c116]",[c115],[c117],Free,Free,Free,,,
155.86,c117,start_desk_C,"[c108, c111, c113, c114, c116]",[c115],[],Free,Free,"(c117, End=159.2)",0.00,,
156.46,c108,start_desk_A,"[c111, c113, c114, c116]",[c115],[],"(c108, End=160.0)",Free,"(c117, End=159.2)",8.73,,
156.46,c107,leave,"[c111, c113, c114, c116]",[c115],[],Free,Free,"(c117, End=159.2)",,c107,
157.33,c115,start_desk_B,"[c111, c113, c114, c116]",[],[],Free,"(c115, End=160.9)","(c117, End=159.2)",2.68,,
157.33,c110,leave,"[c111, c113, c114, c116]",[],[],Free,Free,"(c117, End=159.2)",,c110,
157.47,c118,Arrive (Q_C),"[c111, c113, c114, c116]",[],[c118],Free,Free,"(c117, End=159.2)",,,
157.49,c119,Arrive (Q_A),"[c111, c113, c114, c116, c119]",[],[c118],Free,Free,"(c117, End=159.2)",,,
159.19,c118,start_desk_C,"[c111, c113, c114, c116, c119]",[],[],Free,Free,"(c118, End=163.0)",1.72,,
159.19,c117,leave,"[c111, c113, c114, c116, c119]",[],[],Free,Free,Free,,c117,
159.29,c120,Arrive (Q_C),"[c111, c113, c114, c116, c119]",[],[c120],Free,Free,Free,,,
159.97,c111,start_desk_A,"[c113, c114, c116, c119]",[],[c120],"(c111, End=160.0)",Free,Free,9.08,,
159.97,c108,leave,"[c113, c114, c116, c119]",[],[c120],Free,Free,Free,,c108,
160.02,c113,start_desk_A,"[c114, c116, c119]",[],[c120],"(c113, End=172.1)",Free,Free,8.75,,
160.02,c111,leave,"[c114, c116, c119]",[],[c120],Free,Free,Free,,c111,
160.90,c115,leave,"[c114, c116, c119]",[],[c120],Free,Free,Free,,c115,
160.98,c121,Arrive (Q_A),"[c114, c116, c119, c121]",[],[c120],Free,Free,Free,,,
161.18,c122,Arrive (Q_C),"[c114, c116, c119, c121]",[],"[c120, c122]",Free,Free,Free,,,
163.02,c120,start_desk_C,"[c114, c116, c119, c121]",[],[c122],Free,Free,"(c120, End=165.3)",3.73,,
163.02,c118,leave,"[c114, c116, c119, c121]",[],[c122],Free,Free,Free,,c118,
163.98,c123,Arrive (Q_C),"[c114, c116, c119, c121]",[],"[c122, c123]",Free,Free,Free,,,
164.19,c124,Arrive (Q_B),"[c114, c116, c119, c121]",[c124],"[c122, c123]",Free,Free,Free,,,
164.19,c124,start_desk_B,"[c114, c116, c119, c121]",[],"[c122, c123]",Free,"(c124, End=168.7)",Free,0.00,,
164.33,c125,Arrive (Q_B),"[c114, c116, c119, c121]",[c125],"[c122, c123]",Free,"(c124, End=168.7)",Free,,,
165.01,c126,Arrive (Q_A),"[c114, c116, c119, c121, c126]",[c125],"[c122, c123]",Free,"(c124, End=168.7)",Free,,,
165.30,c122,start_desk_C,"[c114, c116, c119, c121, c126]",[c125],[c123],Free,"(c124, End=168.7)","(c122, End=167.0)",4.11,,
165.30,c120,leave,"[c114, c116, c119, c121, c126]",[c125],[c123],Free,"(c124, End=168.7)",Free,,c120,
166.97,c123,start_desk_C,"[c114, c116, c119, c121, c126]",[c125],[],Free,"(c124, End=168.7)","(c123, End=169.6)",2.99,,
166.97,c122,leave,"[c114, c116, c119, c121, c126]",[c125],[],Free,"(c124, End=168.7)",Free,,c122,
168.15,c127,Arrive (Q_C),"[c114, c116, c119, c121, c126]",[c125],[c127],Free,"(c124, End=168.7)",Free,,,
168.67,c125,start_desk_B,"[c114, c116, c119, c121, c126]",[],[c127],Free,"(c125, End=171.1)",Free,4.34,,
168.67,c124,leave,"[c114, c116, c119, c121, c126]",[],[c127],Free,Free,Free,,c124,
169.58,c127,start_desk_C,"[c114, c116, c119, c121, c126]",[],[],Free,Free,"(c127, End=173.3)",1.43,,
169.58,c123,leave,"[c114, c116, c119, c121, c126]",[],[],Free,Free,Free,,c123,
171.13,c125,leave,"[c114, c116, c119, c121, c126]",[],[],Free,Free,Free,,c125,
172.15,c114,start_desk_A,"[c116, c119, c121, c126]",[],[],"(c114, End=184.0)",Free,Free,20.55,,
172.15,c113,leave,"[c116, c119, c121, c126]",[],[],Free,Free,Free,,c113,
172.54,c128,Arrive (Q_B),"[c116, c119, c121, c126]",[c128],[],Free,Free,Free,,,
172.54,c128,start_desk_B,"[c116, c119, c121, c126]",[],[],Free,"(c128, End=177.1)",Free,0.00,,
173.28,c127,leave,"[c116, c119, c121, c126]",[],[],Free,"(c128, End=177.1)",Free,,c127,
175.60,c129,Arrive (Q_B),"[c116, c119, c121, c126]",[c129],[],Free,"(c128, End=177.1)",Free,,,
176.88,c130,Arrive (Q_C),"[c116, c119, c121, c126]",[c129],[c130],Free,"(c128, End=177.1)",Free,,,
176.88,c130,start_desk_C,"[c116, c119, c121, c126]",[c129],[],Free,"(c128, End=177.1)","(c130, End=180.6)",0.00,,
177.14,c129,start_desk_B,"[c116, c119, c121, c126]",[],[],Free,"(c129, End=181.6)","(c130, End=180.6)",1.53,,
177.14,c128,leave,"[c116, c119, c121, c126]",[],[],Free,Free,"(c130, End=180.6)",,c128,
180.55,c130,leave,"[c116, c119, c121, c126]",[],[],Free,Free,Free,,c130,
181.60,c129,leave,"[c116, c119, c121, c126]",[],[],Free,Free,Free,,c129,
182.20,c131,Arrive (Q_B),"[c116, c119, c121, c126]",[c131],[],Free,Free,Free,,,
182.20,c131,start_desk_B,"[c116, c119, c121, c126]",[],[],Free,"(c131, End=186.4)",Free,0.00,,
182.31,c132,Arrive (Q_C),"[c116, c119, c121, c126]",[],[c132],Free,"(c131, End=186.4)",Free,,,
182.31,c132,start_desk_C,"[c116, c119, c121, c126]",[],[],Free,"(c131, End=186.4)","(c132, End=186.2)",0.00,,
182.40,c133,Arrive (Q_A),"[c116, c119, c121, c126, c133]",[],[],Free,"(c131, End=186.4)","(c132, End=186.2)",,,
184.02,c116,start_desk_A,"[c119, c121, c126, c133]",[],[],"(c116, End=188.3)","(c131, End=186.4)","(c132, End=186.2)",29.09,,
184.02,c114,leave,"[c119, c121, c126, c133]",[],[],Free,"(c131, End=186.4)","(c132, End=186.2)",,c114,
185.19,c134,Arrive (Q_B),"[c119, c121, c126, c133]",[c134],[],Free,"(c131, End=186.4)","(c132, End=186.2)",,,
185.83,c135,Arrive (Q_B),"[c119, c121, c126, c133]","[c134, c135]",[],Free,"(c131, End=186.4)","(c132, End=186.2)",,,
186.20,c132,leave,"[c119, c121, c126, c133]","[c134, c135]",[],Free,"(c131, End=186.4)",Free,,c132,
186.36,c134,start_desk_B,"[c119, c121, c126, c133]",[c135],[],Free,"(c134, End=191.4)",Free,1.18,,
186.36,c131,leave,"[c119, c121, c126, c133]",[c135],[],Free,Free,Free,,c131,
188.19,c136,Arrive (Q_A),"[c119, c121, c126, c133, c136]",[c135],[],Free,Free,Free,,,
188.31,c119,start_desk_A,"[c121, c126, c133, c136]",[c135],[],"(c119, End=192.8)",Free,Free,30.82,,
188.31,c116,leave,"[c121, c126, c133, c136]",[c135],[],Free,Free,Free,,c116,
189.19,c137,Arrive (Q_C),"[c121, c126, c133, c136]",[c135],[c137],Free,Free,Free,,,
189.19,c137,start_desk_C,"[c121, c126, c133, c136]",[c135],[],Free,Free,"(c137, End=191.8)",0.00,,
189.55,c138,Arrive (Q_B),"[c121, c126, c133, c136]","[c135, c138]",[],Free,Free,"(c137, End=191.8)",,,
190.11,c139,Arrive (Q_C),"[c121, c126, c133, c136]","[c135, c138]",[c139],Free,Free,"(c137, End=191.8)",,,
190.33,c140,Arrive (Q_B),"[c121, c126, c133, c136]","[c135, c138, c140]",[c139],Free,Free,"(c137, End=191.8)",,,
191.37,c135,start_desk_B,"[c121, c126, c133, c136]","[c138, c140]",[c139],Free,"(c135, End=194.7)","(c137, End=191.8)",5.55,,
191.37,c134,leave,"[c121, c126, c133, c136]","[c138, c140]",[c139],Free,Free,"(c137, End=191.8)",,c134,
191.78,c139,start_desk_C,"[c121, c126, c133, c136]","[c138, c140]",[],Free,Free,"(c139, End=194.6)",1.67,,
191.78,c137,leave,"[c121, c126, c133, c136]","[c138, c140]",[],Free,Free,Free,,c137,
192.80,c121,start_desk_A,"[c126, c133, c136]","[c138, c140]",[],"(c121, End=193.0)",Free,Free,31.82,,
192.80,c119,leave,"[c126, c133, c136]","[c138, c140]",[],Free,Free,Free,,c119,
192.98,c126,start_desk_A,"[c133, c136]","[c138, c140]",[],"(c126, End=194.6)",Free,Free,27.97,,
192.98,c121,leave,"[c133, c136]","[c138, c140]",[],Free,Free,Free,,c121,
193.15,c141,Arrive (Q_A),"[c133, c136, c141]","[c138, c140]",[],Free,Free,Free,,,
193.45,c142,Arrive (Q_A),"[c133, c136, c141, c142]","[c138, c140]",[],Free,Free,Free,,,
193.57,c143,Arrive (Q_C),"[c133, c136, c141, c142]","[c138, c140]",[c143],Free,Free,Free,,,
194.10,c144,Arrive (Q_C),"[c133, c136, c141, c142]","[c138, c140]","[c143, c144]",Free,Free,Free,,,
194.56,c143,start_desk_C,"[c133, c136, c141, c142]","[c138, c140]",[c144],Free,Free,"(c143, End=197.3)",0.99,,
194.56,c139,leave,"[c133, c136, c141, c142]","[c138, c140]",[c144],Free,Free,Free,,c139,
194.59,c133,start_desk_A,"[c136, c141, c142]","[c138, c140]",[c144],"(c133, End=195.1)",Free,Free,12.18,,
194.59,c126,leave,"[c136, c141, c142]","[c138, c140]",[c144],Free,Free,Free,,c126,
194.74,c138,start_desk_B,"[c136, c141, c142]",[c140],[c144],Free,"(c138, End=199.1)",Free,5.19,,
194.74,c135,leave,"[c136, c141, c142]",[c140],[c144],Free,Free,Free,,c135,
195.14,c136,start_desk_A,"[c141, c142]",[c140],[c144],"(c136, End=195.8)",Free,Free,6.95,,
195.14,c133,leave,"[c141, c142]",[c140],[c144],Free,Free,Free,,c133,
195.43,c145,Arrive (Q_B),"[c141, c142]","[c140, c145]",[c144],Free,Free,Free,,,
195.69,c146,Arrive (Q_A),"[c141, c142, c146]","[c140, c145]",[c144],Free,Free,Free,,,
195.80,c141,start_desk_A,"[c142, c146]","[c140, c145]",[c144],"(c141, End=197.5)",Free,Free,2.65,,
195.80,c136,leave,"[c142, c146]","[c140, c145]",[c144],Free,Free,Free,,c136,
197.31,c144,start_desk_C,"[c142, c146]","[c140, c145]",[],Free,Free,"(c144, End=199.4)",3.21,,
197.31,c143,leave,"[c142, c146]","[c140, c145]",[],Free,Free,Free,,c143,
197.53,c142,start_desk_A,[c146],"[c140, c145]",[],"(c142, End=197.8)",Free,Free,4.08,,
197.53,c141,leave,[c146],"[c140, c145]",[],Free,Free,Free,,c141,
197.77,c146,start_desk_A,[],"[c140, c145]",[],"(c146, End=199.1)",Free,Free,2.09,,
197.77,c142,leave,[],"[c140, c145]",[],Free,Free,Free,,c142,
198.00,c147,Arrive (Q_A),[c147],"[c140, c145]",[],Free,Free,Free,,,
198.66,c148,Arrive (Q_C),[c147],"[c140, c145]",[c148],Free,Free,Free,,,
199.01,c149,Arrive (Q_A),"[c147, c149]","[c140, c145]",[c148],Free,Free,Free,,,
199.08,c147,start_desk_A,[c149],"[c140, c145]",[c148],"(c147, End=200.3)",Free,Free,1.07,,
199.08,c146,leave,[c149],"[c140, c145]",[c148],Free,Free,Free,,c146,
199.14,c140,start_desk_B,[c149],[c145],[c148],Free,"(c140, End=202.2)",Free,8.81,,
